StoreKey,GeographyKey,StoreManager,StoreType,StoreName,StoreDescription,Status,OpenDate,CloseDate,EntityKey,ZipCode,ZipCodeExtension,StorePhone,StoreFax,AddressLine1,AddressLine2,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,GeoLocation,Geometry,ETLLoadID,LoadDate,UpdateDate
310,710,292,"Reseller","Contoso Asia Reseller","Contoso Asia Reseller","On",2004-07-15 00:00:00.000,,949,"25536","25536","55-555-0120","55-555-0120","Beijing Shopping Mall","Beijing Shopping Mall","",17,93800,2008-11-05 00:00:00.000,"POINT (116.431 39.927)","POINT (116.431 39.927)",1,2009-04-03 00:00:00.000,2009-04-03 00:00:00.000
12,893,45,"Store","Contoso North Bend Store","Contoso North Bend Store","Off",2004-11-21 00:00:00.000,2009-04-12 00:00:00.000,646,"97001","97012","206-555-0180","206-555-0180","North Bend, Citycenter","North Bend, Citycenter","Relocation",19,455,2009-06-17 00:00:00.000,"POINT (-121.787 47.4963)","POINT (-121.787 47.4963)",1,2009-05-25 00:00:00.000,2009-05-25 00:00:00.000
19,812,51,"Store","Contoso Cheney Store","Contoso Cheney Store","Off",2004-08-28 00:00:00.000,2009-05-12 00:00:00.000,653,"97001","97019","328-555-0150","328-555-0150","Cheney DownTown Shopping mall","Cheney DownTown Shopping mall","Store",19,455,2009-06-16 00:00:00.000,"POINT (-117.577 47.4876)","POINT (-117.577 47.4876)",1,2009-07-10 00:00:00.000,2009-06-16 00:00:00.000
29,927,61,"Store","Contoso Sedalia Store","Contoso Sedalia Store","Off",2004-07-20 00:00:00.000,2009-07-12 00:00:00.000,663,"87001","87010","147-555-0160","147-555-0160","N Plum Ave St","N Plum Ave St","Relocation",47,1125,2009-06-16 00:00:00.000,"POINT (-93.2351 38.7053)","POINT (-93.2351 38.7053)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
48,878,75,"Store","Contoso Milwaukee No.2 Store","Contoso Milwaukee No.2 Store","Off",2004-02-09 00:00:00.000,2009-05-12 00:00:00.000,682,"54001","54008","399-555-0176","399-555-0176","Riverwest St","Riverwest St","Relocation",25,700,2009-06-18 00:00:00.000,"POINT (-87.9052 43.0705)","POINT (-87.9052 43.0705)",1,2009-07-06 00:00:00.000,2009-06-18 00:00:00.000
62,934,84,"Store","Contoso Stoughton Store","Contoso Stoughton Store","Off",2004-04-30 00:00:00.000,2009-07-12 00:00:00.000,696,"54001","54022","602-555-0194","602-555-0194","Stoughton, Citycenter","Stoughton, Citycenter","Relocation",17,462,2009-06-17 00:00:00.000,"POINT (-71.1028 42.1255)","POINT (-71.1028 42.1255)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
84,851,102,"Store","Contoso Humble Store","Contoso Humble Store","Off",2004-06-22 00:00:00.000,2009-02-12 00:00:00.000,718,"70001","77004","373-555-0137","373-555-0137","Humble, TXd Shopping mall","Humble, TXd Shopping mall","Relocation",22,500,2009-06-16 00:00:00.000,"POINT (-76.9414 39.4182)","POINT (-76.9414 39.4182)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
112,857,128,"Store","Contoso Key West Store","Contoso Key West Store","Off",2004-01-12 00:00:00.000,2009-07-02 00:00:00.000,746,"33040","33040","637-555-0120","637-555-0120","N Roosevelt Blvd St","N Roosevelt Blvd St","Relocation",19,455,2009-06-17 00:00:00.000,"POINT (-81.7795 24.5615)","POINT (-81.7795 24.5615)",1,2008-12-10 00:00:00.000,2009-06-17 00:00:00.000
119,805,134,"Store","Contoso Buffalo Store","Contoso Buffalo Store","Off",2004-07-02 00:00:00.000,2008-09-22 00:00:00.000,753,"14203","14203","185-555-0186","185-555-0186","Buffalo Citycenter","Buffalo Citycenter","Store",19,455,2009-06-16 00:00:00.000,"POINT (-78.8791 42.8911)","POINT (-78.8791 42.8911)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
129,943,146,"Store","Contoso Trenton No.2 Store","Contoso Trenton No.2 Store","Off",2004-07-27 00:00:00.000,2008-12-12 00:00:00.000,763,"8608","8608","241-555-0191","241-555-0191","202 S Feeder St","202 S Feeder St","Relocation",47,1125,2009-06-16 00:00:00.000,"POINT (-74.7544 40.2132)","POINT (-74.7544 40.2132)",1,2008-12-10 00:00:00.000,2009-06-16 00:00:00.000
148,952,163,"Store","Contoso Worcester No.2 Store","Contoso Worcester No.2 Store","Off",2004-02-18 00:00:00.000,2009-07-12 00:00:00.000,782,"1608","1608","118-555-0110","118-555-0110","Humboldt Ave","Humboldt Ave","Relocation",25,700,2009-06-18 00:00:00.000,"POINT (-71.8097 42.2583)","POINT (-71.8097 42.2583)",1,2008-12-10 00:00:00.000,2009-06-18 00:00:00.000
162,909,177,"Store","Contoso Pittsfield Store","Contoso Pittsfield Store","Off",2004-10-26 00:00:00.000,2009-07-12 00:00:00.000,796,"1201","1201","173-555-0179","173-555-0179","Columbus Ave","Columbus Ave","Relocation",17,462,2009-06-17 00:00:00.000,"POINT (-73.9909 40.7551)","POINT (-73.9909 40.7551)",1,2009-07-10 00:00:00.000,2009-06-17 00:00:00.000
184,783,198,"Store","Contoso Alexandria Store","Contoso Alexandria Store","Off",2004-11-06 00:00:00.000,2009-07-12 00:00:00.000,818,"22302","22302","822-555-0145","822-555-0145","Kingsgate St Shopping mall","Kingsgate St Shopping mall","Relocation",22,500,2009-06-16 00:00:00.000,"POINT (-77.089 38.8344)","POINT (-77.089 38.8344)",1,2009-05-10 00:00:00.000,2009-06-16 00:00:00.000
